,churn
7072,1
22541,1
48762,1
64296,0
47631,0
82181,0
39610,1
76355,1
35584,1
59196,1
19466,1
72471,0
21486,1
72159,1
39674,1
33083,0
70418,1
76225,1
16318,0
55256,0
27674,1
57504,0
56188,1
67751,1
21286,1
83171,1
84525,1
85234,0
52363,0
7138,1
24651,0
78147,1
74747,1
40256,0
29599,0
39200,1
5179,1
3782,1
55505,1
21238,1
28905,1
17763,0
42347,0
54198,0
36456,1
10323,0
93621,0
89956,0
55319,1
71244,1
52388,1
78910,1
67610,0
64928,1
14725,1
35613,1
50195,0
61373,1
27539,1
895,0
56419,0
98897,0
62464,0
51403,1
30085,0
78005,0
62425,1
34685,1
65222,0
73019,1
55287,1
20279,0
25351,1
15297,0
61264,1
91685,1
13616,1
50910,0
69565,1
69919,1
42892,0
74149,1
13058,1
91072,0
59117,1
37268,1
3732,1
80894,1
47443,0
33044,0
42283,0
84891,1
79427,0
96171,0
53696,0
7822,1
64858,0
42778,1
63591,1
30509,0
57835,1
25982,1
72808,1
34210,1
80296,0
70960,1
27737,0
20217,1
83451,1
24623,0
26545,0
42584,0
92435,0
89640,0
23854,0
32959,0
14958,0
59406,0
94671,0
68457,1
8997,0
55585,1
48531,0
25360,1
25954,1
47684,0
71750,0
7019,1
57133,1
88142,0
45711,0
44965,1
81742,1
10843,0
48782,1
60724,0
98326,1
81004,1
39133,1
23682,0
91596,1
68814,1
38759,1
75904,0
95641,0
3051,0
83123,1
27164,1
81574,0
54502,1
91936,0
58203,1
83426,0
43709,1
71888,0
88459,1
21919,1
86620,1
25086,1
95140,1
28900,1
35023,1
56517,1
27570,1
46475,0
15146,1
82231,1
14272,1
98492,0
5607,0
85951,0
62025,1
45424,0
93742,1
43109,0
50008,1
17309,0
6759,1
52777,1
32334,1
42228,0
226,1
86484,0
11392,0
68577,1
52409,0
49851,0
75313,0
44502,1
77400,1
3217,0
46841,0
76313,1
1116,0
4772,1
98193,0
21215,1
49592,1
40216,0
53207,0
65093,0
33248,0
47634,0
42480,0
64948,0
56529,0
78372,0
18511,0
36155,1
93788,0
40763,0
36824,1
5526,0
51897,0
42363,1
21017,1
61594,0
37529,1
1441,0
62285,0
25044,0
77986,1
34267,0
28242,0
82675,1
75340,0
93823,0
48403,0
93059,1
99518,1
58156,0
18411,0
54125,0
30819,1
34549,0
63266,0
71457,1
49082,1
47061,1
92438,1
13631,1
826,1
84955,0
72051,1
19604,1
10393,1
11626,0
48331,1
41925,1
46557,0
73787,1
11865,1
14452,1
53866,0
85054,1
77407,0
91042,0
15252,0
28295,0
18623,1
45215,1
38189,0
72351,0
34537,0
9121,0
38598,0
75984,1
34362,0
52820,0
82234,0
14723,0
46401,0
21021,1
85571,1
55111,0
35367,0
95578,0
68285,0
94158,1
41274,0
45957,1
99481,1
79065,0
57943,0
61306,1
43769,1
89700,0
33708,0
20351,0
36256,1
49913,1
93375,0
75062,1
94711,0
33245,1
63081,0
50573,1
44570,1
33436,1
31559,0
99548,1
58146,1
35122,1
59818,0
90658,1
33461,0
3305,0
67068,1
17684,1
26136,1
50049,0
17900,0
48033,0
94538,0
89989,1
98513,0
80140,0
55203,1
46005,1
81259,1
80669,1
94085,0
32880,1
27298,0
54083,0
59862,0
51924,0
49357,0
51880,1
44889,0
90152,0
97214,0
99813,1
10188,1
5679,1
34617,0
11337,1
46819,1
14176,1
28442,1
34665,0
86702,0
7316,1
96590,0
68827,1
99010,1
13390,0
30286,0
23472,1
98108,0
24381,0
75166,1
49499,1
46033,0
90925,0
22512,0
72557,1
9830,1
32695,1
78003,1
76389,1
55308,1
38291,0
90245,0
51390,1
91003,0
68873,1
324,0
41861,0
30311,1
50626,1
78728,0
46053,0
6851,0
84623,0
65541,1
49981,0
69543,1
50674,1
98280,0
94982,0
41311,1
38763,1
81605,0
64799,1
90237,1
12829,1
90569,0
74075,0
6422,0
61253,1
36534,1
34467,0
21582,1
2299,1
21810,1
36066,1
37118,0
62690,1
24076,0
5542,0
65234,1
11938,1
27771,1
11857,0
83723,1
15129,1
83052,0
80687,0
6636,0
84503,0
13768,0
22920,0
61998,1
89405,0
7908,1
15168,1
7513,0
47912,1
60806,1
49806,0
85911,0
90538,1
78220,0
62615,1
93342,0
68939,1
572,0
25380,0
22180,1
84578,1
62461,1
29891,0
74634,1
65671,1
10093,0
37050,0
88512,0
77546,1
38849,1
3550,1
11330,1
36439,1
95834,0
36205,1
38259,1
86040,0
73633,1
92932,0
34179,1
84871,1
65374,1
36878,1
90477,0
51695,0
80660,0
38818,1
62340,1
43143,0
93710,1
65592,1
68007,1
18904,0
36899,0
62485,1
17510,0
6408,0
58364,0
43608,1
80126,0
20783,0
95105,1
12473,0
83528,1
98807,0
16538,0
81566,1
16334,1
88377,1
97483,0
62683,0
49923,1
58321,1
91314,1
53042,1
44257,0
4160,0
78580,1
70492,1
19668,0
17931,1
8528,0
37863,0
23908,1
28618,0
25192,1
58551,0
47899,1
32016,0
22171,0
26,1
11461,1
88025,1
21679,1
63794,0
74377,0
38936,0
98124,1
8135,0
85057,0
32029,0
58744,0
35535,1
11006,1
74052,0
11494,1
70217,0
66684,1
25365,1
22473,0
39178,0
88926,0
66240,1
45730,0
13709,0
14103,0
92806,1
13629,0
56818,0
20238,1
47544,0
56632,1
50813,0
1627,0
98477,1
40454,0
6826,1
44382,0
9413,0
36277,0
87595,0
70114,0
89484,1
94046,0
52423,0
5590,1
47394,0
22285,1
4006,1
72408,1
17704,0
3745,0
46110,1
87762,1
15706,1
4501,0
49995,0
21740,1
81555,0
2087,1
50759,1
76415,0
25050,1
1601,0
81042,0
64831,0
56866,0
79431,1
1318,1
75433,1
21000,1
98140,0
20972,1
8389,0
21931,1
55702,0
951,1
41612,0
10010,0
8634,0
99161,1
28505,0
51003,1
4563,0
2726,1
96848,0
61280,1
46698,1
11213,1
95219,0
32977,0
95777,0
73616,1
1444,1
87826,1
40929,0
58762,1
52602,1
60945,0
11541,1
17352,1
1155,1
37220,1
64795,1
17724,0
81216,1
14479,0
25841,0
76700,0
53482,0
43706,0
89015,1
16758,0
3983,1
79985,1
74761,0
18041,0
22213,0
72134,0
74624,1
94746,0
17239,1
24192,1
47546,1
80453,1
94988,1
62819,1
96176,0
5595,0
52882,0
24504,1
31965,0
32788,1
15324,1
63567,1
26307,1
50795,0
73398,1
8403,1
72588,0
57802,1
37927,0
76406,0
46486,1
50791,0
65110,0
64879,0
3651,0
24842,0
44117,1
2899,0
17678,0
29788,0
3833,0
10931,0
12496,1
86101,0
76844,0
86571,0
43677,1
73391,1
24933,1
3484,0
93623,0
34862,0
64386,0
85130,1
9239,0
61930,1
39915,0
27339,1
4164,1
36337,1
43384,1
86593,0
93957,0
94680,1
6439,1
21353,0
64407,0
40530,1
15557,0
80928,0
57673,1
23487,1
18397,0
99823,0
28013,1
49058,0
57798,0
7644,1
50169,1
83437,0
88408,0
70063,1
33769,0
55529,1
51223,0
69861,0
73563,1
63242,0
90143,1
78099,1
70866,0
76376,1
5001,0
41473,1
85499,1
84182,0
59795,0
37912,1
75633,0
95790,0
40529,1
92461,0
22778,0
35461,0
75839,0
78227,1
73566,0
16417,1
6317,0
47194,0
65846,0
68260,0
70117,1
21661,1
51628,0
96427,0
17560,1
11547,0
15300,0
90291,1
5654,0
80392,1
21815,1
66277,1
99977,0
43315,0
59341,1
23231,0
59049,0
58355,1
7927,0
31927,0
4870,1
49870,1
66980,1
27492,1
60610,0
52227,0
6137,1
24386,0
658,1
15954,0
73315,1
49929,1
68129,1
9193,1
37303,1
99293,1
11895,1
5823,1
85475,1
20550,1
50056,1
1980,0
60767,0
73843,0
38886,0
68995,0
48795,0
1275,0
64619,0
51309,1
62537,0
47269,0
86691,0
63612,1
35574,1
22698,1
81993,0
28223,0
65196,0
62921,0
87312,0
30438,1
52564,1
62018,0
69057,0
22605,1
62449,1
76198,1
63251,0
27017,0
86707,1
55513,1
8757,0
31207,0
15399,0
11543,0
79839,0
10783,0
99475,1
87100,0
91363,1
11839,0
38668,1
2025,1
68540,1
16259,1
65793,1
61884,0
36998,0
85106,1
6550,1
76118,1
99312,1
98538,0
38411,1
96138,0
51854,0
43927,0
27944,1
89259,1
5755,1
39566,1
67195,0
32371,1
12608,1
32654,1
31549,0
63169,0
15285,1
45959,0
61871,1
92692,0
49404,0
56409,1
40282,1
1854,1
50687,0
40285,1
31539,1
74507,1
19976,0
29191,0
69211,1
62903,0
83902,0
26985,0
74915,1
31038,1
76817,1
75003,1
96493,0
89702,0
15702,1
58919,1
82290,0
56749,0
40437,0
54529,1
15902,1
5432,1
57837,1
67695,1
11127,0
66434,0
91283,1
50003,1
17934,1
96023,0
62238,0
46598,1
45319,0
7719,0
75432,1
11358,1
78546,0
30423,0
28596,0
37651,0
81619,0
68859,0
5992,0
7366,0
9573,0
40018,1
79216,1
20761,1
51521,1
18005,1
93673,0
83825,1
64373,0
74158,0
52981,0
9592,1
76964,0
41229,0
9952,1
82807,1
39603,1
97486,1
85131,0
1421,1
50018,1
36773,0
49493,0
90436,0
62669,1
56557,0
79930,0
32303,1
35436,1
46392,0
57073,1
51992,0
33050,1
92694,0
94920,1
86402,0
78021,1
15665,0
15947,1
5156,1
1325,0
11950,1
86937,1
5256,1
16749,1
76647,1
97948,0
86923,1
46590,1
64488,1
60266,1
67720,1
60479,0
45926,0
8333,1
70902,1
84689,0
50864,1
68018,1
30282,0
20753,0
18000,0
3316,1
2175,0
78793,0
19022,1
18515,1
50738,1
56756,1
31154,1
47851,0
32975,1
65473,1
30264,1
50396,1
82715,1
47261,1
19023,0
48856,1
90728,0
47805,1
70161,1
69219,1
58269,1
16507,1
64068,0
20156,0
888,0
79355,1
73436,0
99516,0
1371,0
6179,1
76651,0
85140,1
49338,0
47153,0
67590,0
78413,0
22483,1
14060,1
16669,0
98649,1
83194,1
41249,0
65157,1
9176,1
21051,0
57174,1
45222,0
54242,0
62132,1
92149,0
68423,1
43154,1
25831,0
46566,1
73875,0
39166,1
32358,0
31360,1
8537,1
40521,1
59309,1
23990,1
91472,1
52351,0
50186,1
52334,1
87013,0
25669,1
66895,1
53382,1
97813,0
42675,0
95669,1
13071,0
19276,1
73078,1
21363,1
71754,1
52805,1
55578,1
4520,1
49791,0
36656,0
8397,1
4779,0
27374,0
89576,0
24004,0
19051,1
49170,0
9242,0
6702,1
7239,0
33493,1
89954,1
58700,1
87836,0
35820,1
42389,1
51302,0
47197,0
38014,1
42540,0
26050,1
93656,1
68720,1
66818,0
45787,1
2374,0
31201,0
94482,0
82207,1
71906,1
66127,0
26372,0
86329,0
10905,1
2476,0
45838,1
44177,0
74811,1
38863,0
2378,1
36007,1
33420,0
69024,0
90140,1
76143,0
14369,1
94092,0
64929,0
9621,1
54501,1
79229,0
44186,1
21471,1
9209,1
30200,1
52948,0
45179,1
68180,1
32721,0
41760,0
8708,0
58289,1
73221,1
25466,1
31508,0
148,1
43178,0
66902,1
59459,0
24943,1
25749,1
83093,1
23803,1
22710,0
35796,1
76548,1
80527,1
67209,1
15932,1
94079,0
74954,0
7686,0
69135,1
9817,0
14857,0
22729,0
62082,0
98638,0
15244,0
11588,1
21379,0
80329,0
77401,0
38462,0
80365,1
49701,0
69386,0
57487,0
36855,1
18447,0
10765,1
63233,1
15541,1
52152,0
95580,0
19468,1
37571,1
97847,1
73351,0
13469,0
76710,0
93871,0
36312,0
67084,1
60931,0
77425,0
86658,1
52860,1
39389,0
23505,0
47710,0
67624,0
63667,0
76871,0
69471,0
18615,0
66104,0
63588,0
21478,1
17274,0
25795,0
77274,1
4037,1
79343,0
83770,1
57045,1
59282,1
44546,0
46361,0
86303,1
29748,1
12352,1
88912,1
44673,1
5699,0
94334,0
55420,1
6970,1
68066,1
73508,1
68534,1
91280,1
42853,1
11124,1
38745,1
69181,1
67164,0
18110,1
45433,0
5557,0
95676,0
94175,0
52018,0
50063,0
71697,1
16288,1
14107,0
25929,1
52474,1
36835,1
56558,1
41765,1
16754,1
71506,0
75276,1
44785,1
28068,0
4723,0
65508,1
90360,1
20884,1
4863,0
45521,1
87560,0
86578,0
24433,0
63871,0
55863,0
93822,0
39439,0
76469,1
59584,0
78975,0
35126,1
22484,0
9550,1
27878,0
79804,1
2974,1
35356,1
8900,1
79490,0
62824,0
25049,1
70552,0
97068,0
34326,0
23121,1
12974,1
73607,1
28616,1
25712,0
10282,0
39522,1
51757,0
44831,1
55191,1
45519,0
76711,0
86249,0
9337,0
11922,0
29085,0
87803,1
29227,1
45642,0
11058,1
12351,1
8641,1
18126,0
82485,1
57661,0
58582,0
19647,0
82327,1
13070,1
65335,0
10880,1
18844,1
6861,0
72782,1
28269,1
41491,1
48813,0
88710,1
37388,1
59053,0
83801,0
39279,1
15283,1
90649,0
43502,0
1343,1
32904,0
76233,1
45629,0
59130,0
72712,1
42343,0
31032,0
14383,0
28706,0
20986,1
97017,0
61709,1
49702,1
16252,0
72269,0
16462,1
18440,1
11509,1
22452,0
64909,0
82379,0
46956,1
48696,0
49625,0
62926,1
98137,0
39278,1
85303,0
67730,0
18169,0
47670,1
88099,1
57001,0
4633,1
19519,0
67377,0
51949,0
81800,0
41664,1
36120,0
98160,0
65452,0
98527,1
8669,0
46692,1
39949,0
12611,1
73803,1
31586,0
38040,0
99741,0
58098,0
72531,1
71882,1
96414,1
32841,0
89559,1
33497,1
45622,0
48894,0
38609,1
17702,0
81961,0
3845,1
34536,0
7683,0
86304,1
5497,1
10174,1
96045,1
90737,0
79790,0
41154,0
4166,0
45986,0
26511,0
63790,1
13137,0
13051,1
24819,1
37631,1
29942,0
69899,1
38103,1
11430,1
93063,0
74917,0
18190,1
45187,1
85428,0
20639,0
44339,0
87654,1
96238,0
65959,0
35457,1
8215,0
96294,1
79485,0
4054,1
26487,1
50278,1
431,1
66437,1
51045,1
68420,0
67884,1
36728,1
55259,1
21581,0
2471,1
14204,1
43237,0
48939,0
95436,1
29958,1
5033,0
87195,0
45086,0
75187,1
69242,0
34745,1
44748,0
40495,0
27726,0
37612,0
75285,0
77634,0
86541,0
6691,0
87780,0
16359,1
23787,1
78716,0
20440,0
27177,0
76884,1
39991,1
73988,1
58105,0
27179,1
23609,0
63636,0
20777,0
63521,1
62500,1
64926,1
92076,0
45309,0
33116,0
18788,1
32899,0
21398,1
89359,1
40012,1
73336,1
45042,1
62880,1
48007,1
59383,0
51537,1
62346,1
94426,0
94453,0
97572,1
31733,1
12923,1
89855,1
29553,1
83843,0
32715,0
40239,1
18811,0
82158,0
77103,1
91892,0
12706,1
12681,0
80471,1
62306,0
2195,1
69131,0
28327,1
92371,0
43511,1
51402,0
47955,1
96563,0
7017,0
25176,0
605,0
70631,1
41672,1
74330,0
59917,1
7016,0
2843,0
81969,1
41728,0
61272,0
71991,0
90211,1
16589,1
15047,1
65484,0
38987,1
17939,1
55565,1
69704,0
94908,1
17801,0
49467,1
62467,1
44006,1
37858,1
46013,1
98203,1
80112,0
45022,1
34347,0
96738,0
26000,0
83566,0
28856,0
10311,1
41546,0
68016,0
34258,1
17567,0
57933,0
73824,1
39966,0
99932,0
49694,0
4778,0
14172,1
62472,0
82705,1
95343,0
89435,0
31820,1
33799,0
62749,1
33536,1
28813,0
81895,1
7760,0
75520,1
57840,1
36779,0
74733,1
35150,0
88253,1
23064,0
16289,0
84063,1
54673,0
25295,1
31763,1
395,0
89034,0
60794,1
89369,0
57809,1
49398,1
63525,0
21809,1
22361,1
97308,0
77981,1
71977,1
31284,0
92982,0
75063,0
32301,0
89502,1
53204,1
2300,0
14878,0
32560,0
14420,0
6927,1
74002,0
34525,1
53817,0
18136,0
41522,1
35993,1
63198,0
48899,0
50634,0
74225,1
56735,0
69774,0
85866,1
56482,0
5555,1
18109,0
41565,1
73285,1
77399,1
735,0
38744,1
34682,1
18667,0
85925,0
15296,1
77290,1
51812,0
67428,0
69796,1
78700,1
99360,1
89552,1
19763,0
9685,0
52671,0
92933,1
98994,0
59653,1
50597,0
44103,0
78312,1
85669,1
81346,0
62992,0
87975,1
82339,1
8895,0
28467,0
49822,1
66729,1
10685,0
23879,1
17278,1
72288,0
88004,1
33555,0
74762,0
81082,0
93224,1
93324,0
19256,0
9707,1
13073,0
17244,1
44955,1
94336,1
23432,1
20107,0
10975,1
62571,0
93117,0
95631,0
31325,0
7012,1
86333,1
56786,0
19176,1
67724,0
11101,1
86509,0
14859,0
24305,1
7368,1
68060,0
49618,0
70035,0
58374,0
157,0
30569,0
22378,0
23863,0
27459,0
82599,0
686,0
5980,0
3286,1
40010,1
58334,0
36062,0
49052,1
28482,1
860,0
68379,0
84118,0
32479,0
83214,0
96058,0
45639,1
37384,1
43587,1
99371,0
94366,0
67993,1
10147,0
92827,0
43473,1
5651,1
43395,1
50613,1
85442,1
81693,1
23776,0
93987,0
48216,1
92998,0
10893,0
42321,0
55729,1
56906,1
84943,1
6683,0
78826,1
12929,1
19259,0
85394,1
32553,1
61627,0
42237,0
76160,0
94652,0
48222,1
18455,1
41739,1
51545,0
18912,0
59137,1
11498,1
20711,0
2603,1
77454,0
9414,1
59587,1
72571,1
85166,1
83873,0
42441,0
55173,1
94396,0
63646,1
25951,1
6024,1
32221,1
11814,0
15039,0
64531,0
26385,0
13279,0
59094,1
87125,1
48091,1
24695,0
91911,1
17215,1
83490,0
56289,1
23415,0
40248,0
43386,1
76595,1
81667,1
10813,1
40990,0
92714,0
93115,0
67146,1
89801,0
66009,0
22653,0
51130,1
80107,1
67107,1
97778,1
123,1
74228,0
3546,0
25372,0
93533,0
86818,0
76298,1
7102,0
93341,0
87019,0
85421,1
18121,0
87223,1
37524,1
35633,0
90769,1
11573,0
53561,1
68297,1
16234,1
42944,0
10234,0
88474,1
24911,1
60602,1
25513,1
88723,0
23418,1
36123,1
59838,0
86656,1
69694,0
499,0
88068,1
63824,1
9622,1
41061,0
63110,0
87263,1
78622,1
3668,1
94411,0
97294,0
15699,0
17270,0
2206,1
32705,1
81898,0
91663,0
39699,1
82992,0
14735,1
71661,1
39028,1
99830,1
13196,1
38819,1
68579,0
73712,1
92940,0
1137,1
79184,0
30747,0
31840,1
44790,0
59878,0
51562,1
81899,0
97799,0
96577,0
46464,0
51159,0
22923,0
56636,1
72488,0
92997,1
72530,0
31538,1
52211,1
71985,1
73212,0
19277,1
20457,1
99740,1
37823,1
43886,1
62982,1
93962,0
7254,1
47732,0
52181,0
78149,0
91091,1
67363,1
90029,1
35595,0
59554,1
58892,0
96313,0
61501,0
98938,1
71712,0
71262,1
64158,1
30717,1
35045,0
61934,1
45763,1
14173,1
5902,0
62411,0
14041,1
41527,1
93919,0
63744,1
77145,0
43107,1
7203,1
24854,0
80756,0
61853,0
29634,0
15257,1
97468,1
89794,0
75615,1
70651,0
3686,0
33800,1
1029,1
28763,1
73339,1
28553,0
50931,0
88212,0
6629,1
33398,0
47254,1
90678,0
14456,1
3456,0
22796,0
4448,1
36567,0
60030,1
42564,0
44282,0
36371,0
1568,0
81289,0
9166,1
70863,0
61049,1
42592,1
55127,1
7517,0
22865,0
80061,1
47255,1
62302,1
87020,1
96309,0
39293,1
11322,1
38133,1
66758,1
28923,0
40966,1
87267,0
70856,0
27369,0
33925,1
72433,0
4986,1
5270,0
96004,0
53080,0
28389,0
32871,0
54115,1
62707,0
43631,1
15855,0
25131,0
52286,0
82457,0
44667,0
96502,0
97177,0
27034,0
99263,0
13330,1
45677,1
56516,0
6829,1
17218,0
44873,0
14738,0
13002,1
9447,0
52007,1
40791,1
71720,1
34724,1
16460,1
28311,0
22666,0
19037,1
19478,1
43287,0
98013,1
68133,0
56801,0
13351,1
43683,0
7331,0
13172,1
10047,1
51117,1
22588,0
20417,0
70123,0
66833,1
75228,0
3381,1
73350,0
93610,0
86470,0
87067,1
40820,1
86560,0
80629,1
47169,1
17268,1
64062,0
15862,0
17860,1
71595,0
24998,1
39651,0
11394,1
31251,1
62569,0
38578,1
99774,0
15273,0
47837,1
68970,1
71550,1
22946,0
85689,0
40489,1
98846,0
84610,0
42285,0
19158,0
20207,1
73444,1
70687,1
16367,0
1355,0
95178,1
47622,1
80367,1
94031,1
29601,0
62597,0
46820,1
27786,1
4082,0
36617,1
61316,1
10587,0
77100,0
25608,0
55710,0
95397,0
97594,1
18778,1
89174,0
34011,1
61681,0
28156,1
78535,0
75822,1
99352,0
99453,1
69042,1
65369,1
59236,1
75889,1
85332,0
26541,0
23973,1
78398,1
3706,1
79225,1
52425,1
3880,0
89329,0
8636,0
39702,1
25932,1
25291,0
26728,1
49474,1
21467,1
49406,0
27079,0
92350,0
97328,0
74578,1
21640,0
40561,1
18627,1
49378,0
17014,1
64613,1
99931,1
7685,1
96509,0
74050,0
89456,1
27662,0
46574,0
38400,0
85104,1
39123,1
72913,0
96972,0
29716,1
22435,0
9086,0
89097,1
47530,0
3981,0
34528,0
70662,1
8021,0
39283,1
47928,1
59493,1
68609,1
55516,1
24056,0
80903,1
37715,0
87940,0
17630,1
50711,1
39504,1
59637,0
86264,1
17604,1
40028,1
37157,0
5571,1
12057,1
48553,0
20579,0
97863,0
33348,0
25543,1
18435,1
8381,1
7576,1
38926,1
72668,0
38982,1
94123,0
77917,0
9078,1
23317,1
32510,1
92793,1
40585,1
83103,0
23159,1
60041,1
50558,0
30984,1
66142,1
6232,1
38346,0
58112,1
77675,1
95473,0
41826,1
38367,1
63331,0
11198,1
43593,1
46830,0
82629,0
54114,1
62099,0
6321,0
62785,1
12065,0
72749,1
36657,0
26981,1
64160,0
87327,1
80607,1
84493,0
53593,0
67049,0
36392,1
89821,1
86930,0
77083,1
87707,1
58644,0
12164,1
51755,1
86325,0
52662,1
18721,1
43648,1
84337,0
5660,1
915,1
13974,0
83215,0
34303,1
17751,1
62768,0
67607,0
69825,1
39622,1
44491,1
71363,1
88041,1
41658,1
50857,0
53162,1
12784,1
50506,0
78797,1
8485,1
65193,1
53570,0
62901,0
6760,1
19245,0
23995,1
10096,1
68674,0
68105,1
10891,1
94953,0
76870,0
40007,0
7557,0
1207,1
85310,0
54180,1
19552,0
9463,0
78838,0
96762,0
94783,0
38241,0
85771,0
51169,0
33403,1
61188,1
37602,0
67287,0
79503,1
81339,1
63428,1
86340,0
33254,0
59606,0
37831,0
85340,1
1943,0
69898,0
87704,0
32798,1
4052,1
35571,0
72146,1
35757,1
55469,1
88221,0
42792,0
4428,1
4987,1
18947,1
2392,0
34221,1
29131,1
18402,0
31215,0
46487,0
54802,0
97539,1
17325,0
80288,1
2741,1
32363,0
2997,1
2948,1
65862,0
90621,1
21520,1
9886,0
39676,1
76053,0
7773,1
15009,0
23129,1
322,0
46911,0
15819,0
30868,0
18536,1
24196,1
7974,1
35754,1
82483,1
37830,0
56167,1
62727,1
21214,0
4866,0
58552,1
42345,1
5098,1
49019,1
21272,0
91871,0
37189,0
62463,0
77102,1
84714,1
21143,1
55392,0
4603,0
1996,0
21330,1
64308,1
39088,0
44327,1
86424,0
70494,1
73267,1
93744,1
29424,1
47532,1
25040,1
14050,0
54553,0
36652,0
69781,0
16428,1
91073,0
96829,0
61407,1
92958,0
29554,0
38588,0
17690,1
48383,0
1054,1
66290,1
22297,1
29527,1
21185,0
3859,1
31344,0
66076,0
42636,0
72388,0
42502,0
38065,1
21449,0
13842,1
33356,1
43628,0
43529,1
65804,1
42878,1
76458,0
27388,0
19076,1
82561,1
56545,1
82299,0
37301,0
1365,0
94017,0
90723,0
415,0
15267,1
73730,1
30487,1
28064,0
65623,0
36593,1
74178,1
69959,0
76755,0
36863,0
13803,1
13213,1
29898,0
34810,0
81702,0
56560,1
25852,1
2638,1
32540,1
83484,1
7664,1
60460,1
96591,1
99737,0
60183,0
34597,1
37746,1
84397,0
85995,0
44122,1
65134,1
55487,0
61733,0
79594,0
4441,1
58295,1
89337,0
33591,1
72163,1
25874,0
63151,0
99861,1
86618,1
13311,0
50157,0
24408,1
32454,1
68164,1
64938,1
57324,1
98904,0
31645,1
53432,1
46891,0
67684,1
52147,1
16022,1
26966,1
3080,0
14029,0
6193,0
96551,0
86599,0
5879,1
20991,0
66098,1
11939,0
12665,0
26019,1
10068,1
13771,0
27659,1
74620,1
52599,1
61939,0
22717,1
91481,0
12007,0
60567,0
60148,1
45924,1
28414,1
10257,1
4925,0
65605,1
41000,1
46528,1
9511,1
36341,0
53597,0
44112,0
78405,0
79543,0
18172,0
27589,1
13064,1
86876,1
13353,0
92038,0
62653,1
21556,0
35671,1
54660,1
4732,0
82611,0
44463,0
97698,1
10269,1
93016,1
68389,1
24316,1
43621,0
63321,0
28613,1
64066,0
65032,1
42529,0
94276,0
15989,0
77581,0
24209,1
71920,0
38925,0
23273,1
7505,0
2943,0
11370,0
14561,1
47886,1
29547,0
49143,1
35780,1
76600,0
43939,0
75396,0
34936,1
71149,1
89740,0
61229,0
15812,0
79376,0
47176,1
19919,0
9523,1
70545,1
82163,1
69281,0
58211,1
27671,0
90374,1
66440,0
84700,0
48029,0
83681,0
49665,0
38343,1
46418,1
67521,1
77026,1
79204,1
8064,0
37159,0
21343,0
57656,0
40636,0
81303,0
42324,0
66544,1
21252,1
88400,0
33523,0
49127,1
63299,0
83708,1
33409,0
24735,1
91476,1
24257,0
39072,0
22284,1
65082,1
54945,0
35480,1
23961,0
70006,0
70917,1
49265,1
11910,0
81324,0
14401,0
74215,0
14432,0
14127,0
85402,1
64133,0
87085,1
58540,1
68058,0
83672,0
82973,1
24421,1
67895,1
34698,1
75578,0
93090,0
99687,0
84872,1
28002,1
62003,1
11637,1
50356,0
1577,1
31470,0
68291,1
70439,1
5663,0
6928,0
46257,1
45594,0
3106,1
83986,0
2282,1
80942,1
26251,0
17116,0
36454,0
76503,0
72094,1
76736,1
23245,1
70763,0
30445,0
9681,0
47640,0
45084,0
9967,0
52296,0
13431,1
52828,0
82332,0
37330,1
33669,0
10176,0
86305,0
21133,0
29444,0
4167,0
67003,1
23681,1
77842,1
48912,1
93244,0
22369,1
20885,0
29471,1
75448,0
15891,1
19689,0
19213,1
41699,1
69829,0
34807,0
92478,0
77005,1
67154,1
23791,0
98764,1
35870,0
15913,1
22409,1
51794,0
61612,1
47874,1
90885,0
86152,1
97552,1
52992,0
26729,1
3682,0
91435,1
60984,1
97969,1
16486,0
55697,1
31016,1
9101,0
21399,1
52099,1
54568,1
71296,1
82039,0
95387,0
23409,1
40577,1
42012,0
56616,1
42089,1
51032,1
48874,0
91830,0
32484,1
19490,0
15755,0
86980,1
92346,0
81291,0
85072,0
44848,1
75110,1
90827,1
48650,0
22398,0
61959,1
77370,0
33040,0
32714,0
39690,1
53951,0
25989,0
98808,1
41060,0
67412,0
2895,0
66454,1
42383,0
56357,1
41737,1
23351,1
50548,1
37043,0
6910,0
8683,1
72426,0
87726,1
50623,0
45034,0
4498,0
27879,1
93402,1
50099,1
56736,1
73716,0
52102,0
52445,0
50907,0
13412,0
38320,0
23630,1
11926,1
57348,1
48589,1
3075,0
41391,1
8050,0
40792,1
65081,0
15445,1
58897,1
29704,0
57063,1
99435,1
30439,1
93770,1
39127,0
63774,1
41589,1
41930,1
91819,0
35113,1
49138,0
16604,1
46343,1
48115,1
67010,1
45710,1
88443,0
35491,0
17300,0
50730,0
3002,1
47964,0
32751,1
80336,0
88237,1
54616,1
33224,1
40822,0
6917,1
22095,0
31938,0
68411,1
50684,1
96643,0
68495,1
30488,1
28333,0
11522,1
82386,1
6092,0
51465,1
1105,0
15093,0
54700,0
81683,0
78102,1
6981,0
46276,0
73158,0
15226,0
69806,1
92080,1
5662,0
53554,1
80035,0
75882,1
7172,1
31072,0
61308,1
63159,1
55106,1
32212,0
90355,1
5386,0
97089,0
86024,0
338,1
99017,0
47229,1
8557,1
35232,1
12537,0
23372,1
15570,0
17808,1
33123,1
16123,0
67647,0
13396,1
71889,1
79267,0
87478,1
91594,0
24512,1
58863,1
16080,0
13672,1
